Batch_ID,Raw_CaO,Raw_SiO2,Raw_Al2O3,Raw_Fe2O3,Raw_MgO,Raw_SO3,LOI,Clinker_CaO,Clinker_SiO2,Clinker_Al2O3,Clinker_Fe2O3,LSF,SM,AM,Kiln_Temp_C,Feed_Rate_tph,Fan_Speed_rpm,Sec_Air_Temp_C,Fineness_90um_pct,Free_CaO_pct,C3S_pct,C2S_pct,C3A_pct,C4AF_pct,Blaine_cm2g,Gypsum_SO3_pct,WC_Ratio,Strength_3d_MPa,Strength_7d_MPa,Strength_28d_MPa
BATCH_0101,42.97,13.07,2.91,2.01,1.41,0.38,35.25,66.37,20.19,4.5,3.11,1.0379,2.6543,1.4452,1370.6,198.2,1092.5,891.4,14.17,1.468,74.44,5.0,6.65,9.46,3192.8,3.18,0.537,31.59,51.96,66.04
BATCH_0102,43.69,13.8,3.07,2.08,1.38,0.36,34.56,66.76,21.09,4.69,3.18,1.0002,2.6818,1.4769,1410.9,204.0,1128.0,908.2,13.55,1.24,68.81,8.56,7.05,9.66,3893.3,2.91,0.477,35.57,54.0,72.17
BATCH_0103,43.36,13.09,3.67,2.15,1.36,0.52,35.58,67.32,20.32,5.7,3.34,1.0213,2.2487,1.7078,1382.8,166.9,1036.9,885.4,12.59,1.154,69.52,5.82,9.46,10.16,3840.4,2.25,0.475,34.98,56.49,77.93
BATCH_0104,44.19,14.98,2.83,2.2,1.31,0.39,35.3,68.3,23.15,4.38,3.4,0.9451,2.9769,1.2873,1512.6,157.5,1112.7,938.7,14.13,0.3,64.96,17.36,5.84,10.34,3677.0,2.68,0.488,33.37,57.77,75.85
BATCH_0105,43.09,13.1,3.2,2.18,1.45,0.5,36.39,67.74,20.59,5.02,3.42,1.0278,2.437,1.4673,1369.3,167.4,1132.0,891.0,12.86,0.845,74.93,5.0,7.52,10.42,4279.0,2.72,0.516,37.53,59.91,79.57
BATCH_0106,43.02,13.71,3.14,2.33,1.52,0.11,36.41,67.66,21.56,4.94,3.66,0.9852,2.507,1.3502,1443.0,182.9,1099.1,904.5,14.19,1.033,68.48,10.15,6.9,11.13,3406.8,2.92,0.451,32.48,54.72,75.34
BATCH_0107,42.72,14.31,3.35,2.24,1.48,0.34,34.92,65.64,21.99,5.15,3.45,0.9376,2.5571,1.4955,1444.4,197.7,1129.2,938.0,11.35,0.691,56.2,20.66,7.83,10.49,3394.9,2.79,0.431,30.13,54.43,73.29
BATCH_0108,41.5,13.93,3.2,1.94,1.53,0.49,34.72,63.57,21.34,4.9,2.97,0.941,2.7113,1.6526,1363.7,168.6,1061.5,882.4,13.74,1.017,53.15,21.07,7.97,9.03,3533.9,2.2,0.499,28.1,51.33,70.19
BATCH_0109,42.43,14.0,3.2,2.3,1.84,0.27,35.22,65.5,21.61,4.94,3.55,0.9526,2.5442,1.3919,1397.3,182.8,1044.7,951.3,13.77,1.11,58.38,17.92,7.09,10.81,3659.1,3.21,0.445,32.38,53.5,75.39
BATCH_0110,42.57,13.55,3.04,2.13,1.24,0.51,35.49,66.0,21.01,4.72,3.3,0.9904,2.6201,1.4282,1420.0,179.9,1083.6,926.2,13.74,0.849,66.86,9.8,6.91,10.05,3435.5,2.71,0.44,33.36,55.03,75.46
BATCH_0111,43.06,14.37,3.13,2.25,1.39,0.6,36.08,67.36,22.48,4.9,3.52,0.9473,2.6688,1.3913,1474.9,160.1,1126.1,887.3,12.79,0.3,61.55,18.0,7.03,10.72,3336.2,3.12,0.486,31.88,53.86,73.76
BATCH_0112,43.2,14.16,2.77,1.64,1.29,0.28,35.22,66.69,21.86,4.27,2.53,0.981,3.2128,1.6863,1402.2,177.8,1077.3,978.1,12.99,1.02,67.66,11.63,7.03,7.71,3755.6,2.46,0.511,33.6,56.21,71.22
BATCH_0113,42.53,13.55,3.58,2.26,1.62,0.26,35.72,66.16,21.08,5.57,3.52,0.9731,2.3183,1.5837,1474.2,168.6,1109.6,914.1,11.18,0.3,64.3,11.92,8.81,10.71,3164.0,2.84,0.434,33.13,55.49,69.17
BATCH_0114,45.37,14.27,3.19,2.05,1.4,0.45,35.31,70.14,22.06,4.94,3.16,1.0055,2.7226,1.5601,1378.7,196.7,1135.8,948.7,13.16,1.4,72.46,8.58,7.73,9.63,3768.2,2.98,0.469,35.18,57.7,78.35
BATCH_0115,44.09,12.99,3.4,2.24,0.95,0.31,35.2,68.04,20.04,5.25,3.45,1.0522,2.3045,1.5215,1406.1,177.3,1062.8,888.1,15.01,1.32,77.73,5.0,8.07,10.5,3426.2,2.79,0.496,35.82,56.34,72.49
BATCH_0116,42.86,13.61,3.58,2.21,1.18,0.42,34.95,65.89,20.92,5.51,3.4,0.9776,2.348,1.6208,1437.4,197.1,1179.0,879.4,11.28,0.621,62.97,12.48,8.85,10.35,3541.5,2.94,0.51,33.0,53.42,71.53
BATCH_0117,42.22,13.71,3.21,2.22,1.4,0.24,34.79,64.75,21.02,4.92,3.4,0.9667,2.525,1.4486,1401.5,183.4,1142.1,895.3,15.78,0.929,61.07,14.19,7.3,10.35,3459.1,2.78,0.474,30.52,53.98,72.03
BATCH_0118,41.76,14.08,3.81,1.83,1.44,0.33,34.98,64.23,21.65,5.86,2.81,0.9245,2.4983,2.0835,1434.9,180.3,1067.9,939.5,15.21,0.821,48.77,25.28,10.76,8.55,3779.9,2.41,0.451,32.53,56.78,74.71
BATCH_0119,43.76,13.68,3.39,1.85,1.26,0.29,35.5,67.84,21.2,5.25,2.86,1.0046,2.6125,1.8355,1436.4,190.7,1092.3,885.1,12.47,0.86,70.86,7.33,9.08,8.71,3401.0,2.9,0.457,33.98,54.76,71.26
BATCH_0120,41.52,14.4,2.99,2.26,1.01,0.49,36.01,64.88,22.51,4.68,3.53,0.9147,2.7423,1.3261,1377.6,191.0,1100.7,881.8,11.89,1.138,49.77,26.99,6.43,10.74,3626.5,2.98,0.539,25.2,51.97,68.96
BATCH_0121,43.9,13.63,3.62,2.02,1.33,0.05,35.06,67.61,20.98,5.58,3.11,1.002,2.4149,1.7947,1434.3,160.1,1072.5,879.0,11.95,0.656,70.92,6.66,9.53,9.46,3602.8,3.01,0.518,35.13,55.22,74.31
BATCH_0122,43.81,14.52,2.67,2.16,1.3,0.39,35.89,68.34,22.64,4.16,3.38,0.9682,3.0051,1.2322,1432.2,172.7,1066.2,921.4,10.87,0.371,70.11,12.02,5.31,10.27,3769.8,2.46,0.5,35.46,54.77,75.09
BATCH_0123,43.98,14.15,3.06,1.87,1.69,0.23,35.15,67.81,21.82,4.72,2.89,0.9881,2.8669,1.6348,1399.1,183.4,1190.1,935.3,13.22,1.006,69.32,10.25,7.63,8.79,3742.1,2.83,0.432,37.32,59.95,78.65
BATCH_0124,45.0,15.67,3.38,2.06,1.51,0.49,34.71,68.91,23.99,5.18,3.16,0.9134,2.8769,1.6391,1408.8,206.9,1111.5,939.9,13.5,1.2,51.86,29.66,8.38,9.62,3809.7,2.61,0.463,29.68,55.81,77.46
BATCH_0125,43.77,13.85,2.48,2.09,1.49,0.35,35.95,68.34,21.63,3.88,3.26,1.015,3.0328,1.1907,1395.1,201.7,1097.0,938.2,13.66,1.269,76.43,5.0,4.76,9.91,3648.3,3.2,0.535,33.84,54.33,72.29
BATCH_0126,41.26,14.46,3.06,1.93,1.54,0.36,36.1,64.57,22.63,4.78,3.02,0.9088,2.9011,1.5857,1457.1,189.3,1134.2,865.4,14.32,0.775,49.71,27.37,7.57,9.18,3507.7,2.84,0.427,31.01,52.53,72.27
BATCH_0127,44.3,13.28,2.99,2.07,1.26,0.49,35.74,68.94,20.67,4.66,3.22,1.0517,2.6222,1.4468,1483.5,170.1,1078.4,913.5,13.31,0.64,82.87,5.0,6.9,9.8,3946.8,3.14,0.444,41.43,66.06,82.05
BATCH_0128,42.33,13.23,3.3,2.09,1.41,0.32,34.7,64.83,20.25,5.06,3.2,0.9995,2.4522,1.5802,1411.9,166.1,1144.5,961.4,9.73,0.459,68.14,6.66,7.99,9.74,3225.9,2.6,0.477,32.35,52.93,69.34
BATCH_0129,43.28,14.04,3.17,2.14,1.44,0.32,35.81,67.43,21.87,4.95,3.33,0.9725,2.6426,1.4856,1472.5,198.7,1159.5,960.5,10.14,0.646,66.24,12.73,7.47,10.13,3763.9,2.34,0.474,35.36,59.57,77.0
BATCH_0130,42.99,13.77,2.74,2.2,1.51,0.39,35.86,67.03,21.47,4.27,3.43,0.9932,2.7863,1.2441,1459.4,175.0,1128.2,879.2,12.46,0.575,71.97,7.28,5.51,10.45,3656.3,2.69,0.476,36.41,56.33,72.22
BATCH_0131,43.21,13.75,3.67,2.36,1.56,0.3,35.95,67.47,21.46,5.73,3.68,0.9726,2.2805,1.5566,1432.6,188.5,1065.1,885.2,15.06,0.994,62.38,14.48,8.96,11.2,4003.7,3.1,0.492,35.01,54.1,74.86
BATCH_0132,43.98,14.33,2.97,2.11,1.54,0.38,35.73,68.44,22.3,4.62,3.28,0.976,2.8221,1.4097,1457.6,215.5,1060.7,864.8,12.96,1.109,67.17,13.26,6.7,9.98,3542.3,3.24,0.44,35.14,55.77,78.76
BATCH_0133,43.68,13.91,3.06,1.75,1.26,0.4,35.39,67.61,21.53,4.73,2.7,0.9985,2.8971,1.7512,1447.8,179.8,1112.6,905.0,15.12,0.795,70.97,8.18,7.96,8.22,3425.2,2.65,0.496,33.35,55.71,73.09
BATCH_0134,42.9,13.43,2.87,1.93,1.99,0.52,35.87,66.9,20.95,4.48,3.02,1.0138,2.793,1.4856,1372.7,160.2,1124.1,941.9,13.32,1.069,72.04,5.7,6.77,9.18,3568.6,2.9,0.483,32.13,55.2,71.23
BATCH_0135,41.94,13.81,3.33,2.27,1.43,0.42,35.61,65.13,21.44,5.16,3.52,0.9504,2.4682,1.4653,1406.4,203.9,1044.8,934.4,11.02,1.035,56.38,18.95,7.72,10.72,3340.7,3.02,0.483,32.16,51.2,70.72
BATCH_0136,43.0,13.61,3.93,2.19,1.12,0.34,35.21,66.37,21.01,6.06,3.37,0.9717,2.2266,1.7964,1455.7,211.3,1020.7,844.8,15.31,1.203,58.54,16.08,10.36,10.27,3382.9,2.96,0.401,33.82,56.0,75.71
BATCH_0137,43.43,13.25,3.1,1.94,1.49,0.32,35.57,67.4,20.56,4.81,3.01,1.032,2.6282,1.5958,1403.5,160.7,1093.4,927.1,8.47,0.638,77.46,5.0,7.65,9.17,3588.6,2.57,0.541,37.11,55.13,75.19
BATCH_0138,43.45,14.86,3.31,2.18,1.39,0.52,34.52,66.36,22.69,5.06,3.33,0.9248,2.7061,1.5206,1458.4,170.6,1034.0,911.9,11.3,0.3,55.51,23.17,7.77,10.12,3909.4,2.66,0.479,33.12,57.65,72.46
BATCH_0139,43.37,13.46,3.14,1.97,1.34,0.53,36.44,68.23,21.18,4.94,3.1,1.0146,2.6353,1.597,1382.3,169.7,1037.3,861.2,12.22,0.967,72.83,5.78,7.86,9.42,4040.4,2.72,0.519,37.57,57.01,78.32
BATCH_0140,43.74,14.2,2.98,2.12,1.49,0.55,34.51,66.79,21.68,4.55,3.23,0.9782,2.7866,1.4079,1444.7,191.8,1104.2,976.4,13.11,0.733,66.54,11.97,6.59,9.83,3950.8,3.01,0.467,34.83,58.07,77.32
BATCH_0141,43.69,14.67,3.44,2.16,1.77,0.51,36.32,68.6,23.03,5.39,3.4,0.9377,2.62,1.5888,1416.8,161.7,1050.6,957.3,11.55,0.33,59.54,21.11,8.55,10.33,3410.5,2.59,0.506,31.88,52.53,73.72
BATCH_0142,42.38,14.71,3.35,2.31,1.27,0.49,34.65,64.86,22.51,5.13,3.53,0.9073,2.5995,1.4541,1381.8,193.4,1108.6,942.1,10.74,0.808,48.01,28.32,7.63,10.74,3749.3,2.52,0.494,27.55,53.57,70.11
BATCH_0143,43.84,14.26,2.92,2.39,1.31,0.39,36.13,68.64,22.32,4.56,3.74,0.975,2.6887,1.2213,1408.4,187.4,1073.1,922.7,10.65,1.002,67.97,12.72,5.77,11.37,3767.7,2.71,0.466,35.19,55.78,76.08
BATCH_0144,43.88,14.17,2.89,2.05,1.39,0.39,34.69,67.19,21.69,4.43,3.14,0.9866,2.8643,1.4114,1431.7,201.5,1154.1,867.5,13.43,1.288,67.46,11.3,6.43,9.56,3696.7,3.13,0.54,33.26,53.44,72.33
BATCH_0145,44.79,13.5,2.79,1.99,1.54,0.42,35.66,69.62,20.99,4.34,3.09,1.0549,2.8234,1.4044,1412.8,188.4,1026.5,925.6,14.18,1.432,82.63,5.0,6.28,9.41,3773.0,3.28,0.478,37.03,61.86,80.49
BATCH_0146,44.97,13.8,3.5,2.37,1.25,0.35,35.25,69.44,21.31,5.41,3.66,1.013,2.3506,1.4793,1463.1,205.3,1128.1,884.8,15.48,1.107,73.07,5.98,8.15,11.13,3516.2,2.9,0.527,35.38,55.31,72.06
BATCH_0147,42.32,15.64,2.87,2.04,1.07,0.45,36.42,66.56,24.6,4.51,3.2,0.8716,3.187,1.4081,1425.3,191.5,1013.0,964.5,11.29,0.684,44.32,37.08,6.54,9.75,3832.9,2.88,0.49,29.2,53.93,74.7
BATCH_0148,43.77,13.32,3.47,1.97,1.45,0.48,36.27,68.68,20.9,5.44,3.1,1.0242,2.447,1.7574,1418.8,186.8,1074.2,912.1,12.19,0.928,73.84,5.0,9.18,9.42,3555.8,2.34,0.465,36.64,57.39,74.48
BATCH_0149,41.67,13.52,3.02,2.31,1.2,0.32,36.45,65.56,21.28,4.75,3.64,0.9694,2.5387,1.3055,1406.6,171.3,1168.5,874.5,11.93,0.811,63.37,13.2,6.43,11.06,3820.3,2.69,0.422,34.8,59.38,77.13
BATCH_0150,43.37,15.42,3.3,1.9,1.38,0.22,34.77,66.49,23.63,5.07,2.91,0.8966,2.9622,1.7402,1417.2,167.5,1145.8,898.0,12.32,0.503,49.82,30.18,8.5,8.86,4034.7,2.7,0.535,31.49,54.94,75.26
BATCH_0151,44.3,13.88,2.84,2.0,1.74,0.39,35.13,68.29,21.4,4.39,3.08,1.0165,2.8654,1.4223,1303.6,158.0,1078.8,961.4,12.09,1.568,73.4,5.98,6.4,9.38,3468.5,2.21,0.465,34.75,55.71,70.45
BATCH_0152,45.2,13.7,3.29,1.8,1.7,0.28,35.66,70.25,21.3,5.11,2.79,1.0393,2.6949,1.8304,1427.6,163.5,1070.6,886.5,11.59,0.674,81.76,5.0,8.82,8.5,3462.9,3.05,0.447,39.81,63.48,78.97
BATCH_0153,43.3,13.29,3.32,2.19,1.5,0.3,35.23,66.86,20.52,5.13,3.39,1.0158,2.4107,1.5137,1396.1,169.8,1082.0,941.6,12.94,1.096,71.13,5.18,7.86,10.31,3938.5,3.01,0.476,35.03,56.2,74.09
BATCH_0154,42.36,13.4,3.29,2.06,0.95,0.19,35.47,65.64,20.77,5.09,3.2,0.9896,2.5045,1.594,1398.8,186.9,962.6,900.0,11.71,1.22,64.82,10.64,8.09,9.73,3503.7,2.91,0.484,30.31,54.74,71.26
BATCH_0155,42.61,13.8,3.22,2.0,1.64,0.38,35.52,66.09,21.4,4.99,3.1,0.9729,2.6467,1.6104,1365.6,175.5,1112.5,884.3,11.28,0.926,62.99,13.84,7.98,9.43,3905.3,2.65,0.523,32.45,55.05,71.64
BATCH_0156,43.82,14.91,3.15,2.23,1.42,0.53,34.97,67.38,22.93,4.84,3.44,0.9328,2.7707,1.409,1394.8,191.2,1090.3,917.4,12.64,1.032,56.12,23.4,7.01,10.45,3570.9,2.86,0.527,30.57,53.18,70.15
BATCH_0157,43.5,14.12,2.91,1.9,1.6,0.5,36.39,68.39,22.2,4.58,2.99,0.9826,2.9325,1.5291,1381.9,160.8,1094.6,888.0,11.27,0.607,69.93,10.89,7.06,9.11,3482.9,2.45,0.447,35.97,57.66,77.33
BATCH_0158,43.03,12.82,3.56,2.26,1.49,0.55,35.5,66.72,19.88,5.52,3.5,1.0334,2.2041,1.5792,1386.8,206.2,1146.6,910.5,14.2,1.451,70.08,5.0,8.72,10.64,3393.9,2.62,0.464,33.13,56.24,70.42
BATCH_0159,43.41,14.83,3.18,1.73,1.56,0.24,34.74,66.51,22.72,4.87,2.65,0.9343,3.0192,1.839,1377.7,176.4,1106.1,879.7,12.08,1.012,56.4,22.59,8.43,8.07,3813.0,3.18,0.537,31.7,52.74,73.46
BATCH_0160,43.09,13.86,2.86,2.58,1.7,0.46,35.15,66.45,21.37,4.41,3.98,0.9813,2.5455,1.1079,1422.5,176.8,1052.4,923.1,12.89,0.65,68.12,9.87,4.95,12.12,3683.5,2.75,0.423,34.37,57.05,80.18
BATCH_0161,41.93,14.19,2.64,2.31,1.49,0.44,34.95,64.45,21.82,4.06,3.54,0.9442,2.8693,1.1451,1344.2,175.1,1157.7,899.3,10.88,0.914,58.57,18.36,4.76,10.79,3582.9,2.54,0.517,29.46,50.66,67.86
BATCH_0162,42.83,14.49,2.64,2.02,1.44,0.44,36.12,67.04,22.69,4.13,3.17,0.9505,3.109,1.305,1402.2,180.5,975.6,893.7,13.18,0.773,63.11,17.43,5.59,9.63,3614.7,2.93,0.47,32.89,54.06,74.66
BATCH_0163,43.36,14.09,3.14,1.97,0.96,0.51,35.73,67.46,21.93,4.88,3.07,0.9743,2.7584,1.5882,1434.1,186.4,1021.9,975.2,11.8,0.71,65.68,13.31,7.73,9.35,3332.7,2.26,0.515,33.89,53.32,70.03
BATCH_0164,43.49,13.6,3.17,1.99,1.1,0.43,34.86,66.76,20.88,4.87,3.06,1.007,2.6326,1.5907,1481.4,180.3,1111.3,947.7,10.6,0.672,71.38,6.01,7.72,9.32,3650.6,3.29,0.458,38.71,58.79,76.26
BATCH_0165,43.34,14.55,3.13,2.33,1.55,0.38,34.79,66.46,22.32,4.8,3.58,0.9417,2.6638,1.3418,1442.9,172.9,1217.5,813.4,13.51,0.333,60.56,18.3,6.67,10.89,3543.6,2.77,0.525,30.65,55.52,70.13
BATCH_0166,43.08,14.15,2.99,2.27,1.73,0.51,36.11,67.43,22.14,4.68,3.55,0.9644,2.6902,1.3156,1394.5,185.4,1035.3,942.9,13.18,0.779,64.29,14.99,6.38,10.82,3309.6,2.72,0.471,30.81,54.82,73.34
BATCH_0167,42.44,13.67,2.86,2.17,1.33,0.35,34.67,64.97,20.92,4.38,3.32,0.9847,2.7172,1.3188,1399.2,178.4,1104.2,899.2,11.96,0.916,66.1,10.1,5.98,10.1,3554.4,2.81,0.46,34.73,55.03,72.08
BATCH_0168,43.24,14.07,3.49,1.9,1.49,0.37,35.3,66.82,21.74,5.39,2.93,0.9651,2.6139,1.8386,1449.6,148.1,1095.0,895.9,13.15,0.426,63.06,14.75,9.32,8.92,3423.1,2.59,0.477,32.95,56.9,73.18
BATCH_0169,43.81,13.33,3.2,1.97,1.01,0.33,34.67,67.06,20.41,4.89,3.01,1.0319,2.5817,1.6239,1443.6,144.4,1112.6,872.6,13.41,0.697,76.39,5.0,7.87,9.17,3557.0,2.75,0.456,36.07,61.68,75.39
BATCH_0170,43.11,13.55,2.92,2.22,1.14,0.48,34.61,65.94,20.72,4.46,3.4,1.0053,2.6373,1.3127,1384.9,168.7,1026.7,899.9,13.96,1.221,69.05,7.32,6.07,10.34,3844.6,2.96,0.447,34.87,55.5,77.14
BATCH_0171,42.86,13.68,3.38,2.32,1.61,0.42,35.84,66.81,21.32,5.27,3.62,0.9772,2.3974,1.4556,1410.2,152.6,1034.3,990.7,9.75,0.3,66.27,11.12,7.84,11.02,3886.2,2.86,0.508,35.94,58.99,75.34
BATCH_0172,42.34,13.39,2.97,2.27,1.58,0.45,34.53,64.68,20.46,4.53,3.46,0.9954,2.5589,1.3099,1461.4,162.3,1183.4,980.9,13.6,0.828,67.1,8.03,6.16,10.53,3185.8,2.64,0.458,33.64,51.84,72.16
BATCH_0173,42.47,14.23,3.52,2.17,1.34,0.19,35.75,66.11,22.14,5.48,3.37,0.9342,2.5015,1.6267,1412.7,188.0,1084.2,919.1,12.22,0.773,55.21,21.83,8.82,10.25,3619.0,2.72,0.523,27.96,51.74,69.57
BATCH_0174,43.37,14.36,3.2,2.67,1.07,0.51,35.83,67.58,22.38,4.99,4.17,0.9469,2.4437,1.1983,1414.0,191.6,1122.1,890.7,12.84,0.643,60.65,18.42,6.18,12.68,3750.8,2.89,0.499,33.47,55.29,74.23
BATCH_0175,43.79,13.12,3.56,2.45,1.63,0.28,35.09,67.46,20.21,5.49,3.77,1.028,2.1823,1.4564,1351.0,190.6,1062.0,931.5,14.8,1.607,71.01,5.0,8.17,11.47,3505.6,2.88,0.441,34.23,55.67,72.09
BATCH_0176,43.27,14.13,2.94,2.11,0.97,0.49,36.2,67.83,22.15,4.61,3.3,0.9731,2.7999,1.3967,1365.3,202.6,1083.5,911.5,11.56,1.261,64.76,14.66,6.63,10.05,3954.6,2.05,0.518,33.27,53.01,71.3
BATCH_0177,44.29,14.49,2.96,2.02,1.22,0.43,35.31,68.45,22.39,4.58,3.12,0.9749,2.9072,1.4664,1480.6,190.5,1151.8,952.8,12.5,0.736,68.38,12.61,6.85,9.5,3786.3,3.23,0.466,33.39,59.48,77.54
BATCH_0178,43.15,13.21,3.54,2.56,1.44,0.31,34.89,66.28,20.29,5.43,3.94,1.0059,2.1655,1.3793,1365.8,183.9,1155.2,939.0,12.5,1.206,67.22,7.46,7.73,11.98,3327.0,3.05,0.507,30.35,54.48,69.5
BATCH_0179,42.73,15.1,3.38,1.92,0.99,0.48,35.23,65.98,23.31,5.22,2.96,0.8982,2.8511,1.7639,1406.9,177.7,1138.3,960.4,14.34,0.746,46.99,31.38,8.82,9.0,3956.5,2.63,0.412,30.88,57.28,76.93
BATCH_0180,42.67,13.7,3.22,1.67,1.49,0.3,36.44,67.13,21.55,5.07,2.63,0.9849,2.7973,1.9254,1379.6,154.7,1010.3,865.8,11.44,1.061,65.94,12.06,8.98,8.02,3468.5,2.85,0.492,33.66,54.46,69.95
BATCH_0181,41.58,14.69,2.95,2.03,1.18,0.36,35.7,64.67,22.85,4.59,3.15,0.9039,2.952,1.4549,1390.6,190.1,1104.0,892.8,13.99,1.156,47.94,29.35,6.82,9.6,3138.5,3.08,0.486,28.03,49.35,67.47
BATCH_0182,41.78,13.32,3.18,2.08,1.79,0.26,36.32,65.61,20.91,4.99,3.27,0.984,2.5307,1.5242,1437.7,202.3,1213.6,903.8,13.24,1.122,64.2,11.53,7.68,9.96,3648.9,2.77,0.493,29.91,54.95,71.71
BATCH_0183,44.44,13.75,3.02,2.27,1.37,0.29,35.84,69.27,21.43,4.71,3.54,1.0192,2.5983,1.3324,1375.7,202.9,1106.6,896.4,12.15,1.562,74.75,5.06,6.5,10.76,3526.6,2.37,0.49,35.81,56.81,71.14
BATCH_0184,43.6,14.46,3.34,2.37,1.5,0.39,35.61,67.71,22.46,5.19,3.68,0.947,2.5329,1.4097,1499.5,193.3,1128.7,868.9,10.57,0.3,61.92,17.68,7.52,11.2,3636.4,2.62,0.484,35.55,57.22,73.33
BATCH_0185,42.11,13.67,3.04,1.99,1.29,0.39,34.66,64.44,20.93,4.66,3.05,0.9739,2.7157,1.5298,1430.0,142.5,981.2,906.5,12.2,0.398,64.32,11.48,7.19,9.27,3418.1,2.8,0.484,32.39,55.9,72.51
BATCH_0186,43.36,13.0,3.08,2.13,1.31,0.38,35.62,67.34,20.19,4.78,3.3,1.0456,2.4982,1.4468,1416.8,178.8,1102.6,877.6,11.42,0.786,79.02,5.0,7.07,10.05,3844.5,2.17,0.515,39.13,58.59,72.03
BATCH_0187,43.3,14.1,2.93,2.33,1.12,0.34,35.33,66.96,21.81,4.52,3.6,0.9727,2.6855,1.2572,1441.7,195.6,1029.8,1025.8,11.15,0.546,67.55,11.57,5.9,10.95,3725.7,2.7,0.465,35.63,54.79,72.86
BATCH_0188,43.65,13.48,3.57,1.92,1.74,0.23,36.46,68.69,21.21,5.61,3.03,1.0087,2.4549,1.8529,1435.2,187.1,1060.2,937.0,14.42,0.741,72.37,6.23,9.75,9.22,3725.7,2.05,0.451,40.01,58.39,74.77
BATCH_0189,40.84,13.49,3.54,1.75,1.16,0.43,35.84,63.65,21.02,5.52,2.73,0.9463,2.5465,2.0204,1509.9,159.6,1030.2,933.5,14.31,0.3,55.22,18.61,10.01,8.32,3194.7,2.93,0.498,33.12,52.97,71.22
BATCH_0190,42.2,13.78,3.04,1.79,1.47,0.65,35.72,65.65,21.44,4.73,2.78,0.9726,2.8545,1.702,1355.6,179.5,1132.0,924.9,12.33,0.997,61.65,14.94,7.83,8.46,3658.2,2.57,0.414,35.92,58.23,76.03
BATCH_0191,44.04,13.91,3.58,2.18,1.71,0.36,34.89,67.65,21.37,5.49,3.35,0.9862,2.4175,1.6416,1425.1,192.4,1071.4,888.4,11.56,0.774,66.61,11.0,8.89,10.18,3730.6,2.25,0.433,38.7,57.23,77.18
BATCH_0192,43.26,13.02,2.99,1.92,1.65,0.36,34.68,66.23,19.94,4.58,2.93,1.0475,2.6538,1.5609,1457.4,189.1,1215.2,860.8,14.39,1.253,76.46,5.0,7.17,8.93,3356.7,3.1,0.49,34.73,54.58,71.58
BATCH_0193,43.2,14.49,2.86,2.25,1.56,0.48,34.78,66.23,22.22,4.39,3.45,0.9501,2.8346,1.2702,1391.8,154.6,1128.0,927.5,14.01,0.683,61.52,17.28,5.78,10.51,3790.0,3.12,0.477,33.39,56.13,73.5
BATCH_0194,41.96,14.01,2.61,2.11,1.78,0.31,35.96,65.53,21.88,4.07,3.29,0.9596,2.971,1.2357,1390.8,191.5,1022.9,894.7,13.39,1.049,62.81,15.34,5.21,10.02,3541.0,3.02,0.493,31.51,52.58,72.35
BATCH_0195,41.84,13.11,3.19,1.95,1.34,0.35,36.41,65.8,20.61,5.02,3.07,1.0011,2.5461,1.6339,1454.7,171.2,1081.1,948.7,11.65,0.615,69.02,7.02,8.11,9.35,3682.9,2.84,0.446,38.02,61.02,75.49
BATCH_0196,42.88,13.36,3.31,2.16,1.64,0.27,35.52,66.5,20.72,5.14,3.35,1.0018,2.441,1.5316,1445.6,188.9,1092.9,933.5,14.04,1.107,68.17,7.99,7.94,10.21,3314.2,3.05,0.478,33.49,53.96,70.55
BATCH_0197,42.88,14.43,3.3,2.03,1.13,0.42,35.45,66.44,22.36,5.11,3.15,0.9386,2.7049,1.6239,1423.2,207.1,1057.0,1011.8,13.07,1.074,55.47,22.25,8.23,9.58,3451.7,2.89,0.494,31.22,50.82,73.7
BATCH_0198,42.69,14.0,3.48,2.06,1.61,0.55,36.26,66.97,21.96,5.46,3.22,0.9547,2.5291,1.693,1387.9,167.4,1093.0,932.3,11.71,0.974,58.01,19.21,9.01,9.81,3706.0,2.81,0.437,32.06,56.62,71.72
BATCH_0199,43.21,14.43,2.86,2.1,1.44,0.34,35.38,66.87,22.33,4.42,3.26,0.9561,2.9069,1.3581,1365.6,206.2,1170.0,904.7,13.27,1.348,61.16,17.88,6.21,9.91,3351.1,3.35,0.43,31.28,54.3,76.51
BATCH_0200,43.91,13.73,3.06,2.07,1.33,0.27,35.14,67.71,21.16,4.72,3.19,1.0106,2.6754,1.4809,1395.0,187.8,1116.1,926.7,11.01,1.027,73.16,5.49,7.12,9.7,3055.7,2.85,0.523,30.75,51.56,69.24
BATCH_0201,43.1,13.53,3.03,2.32,1.78,0.34,34.57,65.88,20.68,4.63,3.54,1.002,2.5302,1.3059,1459.8,180.4,1089.4,980.2,12.48,0.727,70.47,6.12,6.27,10.78,3662.1,2.31,0.489,34.14,53.51,72.09
BATCH_0202,44.1,13.5,2.97,1.95,1.05,0.45,36.14,69.06,21.14,4.64,3.05,1.0346,2.7479,1.5222,1355.9,161.6,996.2,916.6,12.27,1.156,78.2,5.0,7.14,9.28,3339.4,2.45,0.494,34.81,56.98,72.11
