Batch_ID,Clinker_CaO,Clinker_SiO2,Clinker_Al2O3,Clinker_Fe2O3,LSF,SM,AM,Free_CaO_pct,C3S_pct,C2S_pct,C3A_pct,C4AF_pct
BATCH_0944,67.8,22.1,4.98,3.21,0.9695,2.698,1.5522,1.21,64.34,14.81,7.77,9.76
BATCH_0945,66.29,23.04,6.11,3.39,0.8951,2.4248,1.803,0.626,44.46,32.52,10.46,10.32
BATCH_0946,67.03,22.46,5.31,2.99,0.9413,2.7072,1.7757,0.877,56.89,21.48,9.01,9.1
BATCH_0947,69.18,21.18,5.45,2.88,1.0217,2.5434,1.8943,0.415,76.27,5.0,9.58,8.76
BATCH_0948,68.55,21.43,4.8,3.31,1.0095,2.6429,1.4475,1.086,73.52,5.97,7.1,10.08
BATCH_0949,66.95,22.59,4.08,3.73,0.9489,2.8914,1.0954,0.359,64.97,15.74,4.51,11.34
BATCH_0950,67.43,21.64,5.16,3.34,0.978,2.5446,1.5463,0.626,66.37,11.96,8.03,10.16
BATCH_0951,68.06,19.51,5.49,3.92,1.0675,2.0748,1.4,1.205,80.12,5.0,7.91,11.92
BATCH_0952,65.36,21.45,5.41,3.71,0.9479,2.3516,1.4577,0.906,56.37,18.96,8.06,11.29
BATCH_0953,66.0,20.83,4.14,2.55,1.0163,3.1124,1.6255,0.845,73.83,5.0,6.67,7.76
BATCH_0954,67.09,21.36,5.15,3.3,0.9846,2.5279,1.5622,1.157,64.6,12.51,8.07,10.04
BATCH_0955,66.24,22.57,3.79,2.65,0.9537,3.503,1.4314,0.576,63.86,16.52,5.57,8.06
BATCH_0956,68.93,20.26,5.06,3.11,1.0632,2.4792,1.6262,0.961,82.37,5.0,8.15,9.47
BATCH_0957,66.51,21.1,4.6,3.93,0.9901,2.4725,1.1715,1.158,67.74,9.4,5.55,11.96
BATCH_0958,67.69,20.95,5.5,3.62,1.001,2.2972,1.5166,1.09,67.98,8.79,8.43,11.03
BATCH_0959,64.81,21.34,5.15,3.27,0.9521,2.5331,1.574,0.797,56.87,18.29,8.11,9.96
BATCH_0960,67.18,21.16,4.68,2.7,1.0084,2.8652,1.7316,1.414,70.39,7.56,7.83,8.23
BATCH_0961,64.68,22.57,5.1,3.53,0.9032,2.6161,1.4428,0.649,48.58,28.06,7.53,10.75
BATCH_0962,69.87,22.11,5.25,3.67,0.99,2.4786,1.4305,0.7,71.86,9.17,7.7,11.17
BATCH_0963,66.28,20.66,4.83,3.28,1.0074,2.546,1.4722,0.74,71.19,5.53,7.25,9.99
BATCH_0964,67.92,21.93,5.47,3.09,0.9708,2.5631,1.7702,1.086,62.79,15.5,9.26,9.4
BATCH_0965,65.43,20.61,4.57,3.07,1.0037,2.6997,1.4879,0.798,69.73,6.5,6.91,9.34
BATCH_0966,66.68,22.44,5.83,3.54,0.9244,2.3929,1.6465,1.321,49.9,26.69,9.47,10.78
BATCH_0967,66.76,22.81,4.96,3.8,0.9236,2.603,1.3076,0.476,55.75,23.33,6.73,11.55
BATCH_0968,70.29,21.13,4.12,2.61,1.0682,3.1385,1.5777,1.471,86.01,5.0,6.5,7.95
BATCH_0969,69.15,22.15,4.48,3.13,0.9959,2.9113,1.433,0.329,75.58,6.5,6.58,9.52
BATCH_0970,68.1,22.64,4.8,2.86,0.9589,2.9553,1.6748,1.22,61.92,18.21,7.87,8.72
BATCH_0971,68.89,22.23,5.09,3.47,0.9757,2.5968,1.4644,0.468,68.4,12.14,7.6,10.57
BATCH_0972,66.58,20.54,4.88,3.0,1.0193,2.6081,1.6278,1.079,71.53,5.0,7.86,9.12
BATCH_0973,66.22,22.23,4.99,3.57,0.9388,2.5981,1.3975,0.353,58.64,19.49,7.18,10.86
BATCH_0974,65.64,21.14,4.34,3.34,0.9862,2.7538,1.2997,1.266,65.77,10.98,5.85,10.16
BATCH_0975,67.55,21.15,4.56,3.19,1.0118,2.7291,1.427,0.714,74.2,5.0,6.67,9.72
BATCH_0976,68.44,20.89,5.49,4.01,1.0111,2.1986,1.3683,1.119,71.42,6.0,7.76,12.21
BATCH_0977,66.58,21.24,4.54,2.91,0.9966,2.8527,1.5621,0.815,69.84,8.21,7.11,8.84
BATCH_0978,64.81,21.94,4.37,3.82,0.9369,2.6781,1.1453,0.865,57.28,19.7,5.13,11.62
BATCH_0979,66.11,21.44,5.38,3.31,0.9631,2.4662,1.6255,0.671,60.51,15.82,8.66,10.08
BATCH_0980,66.06,20.85,5.15,2.94,0.9937,2.576,1.7519,1.05,66.14,9.88,8.68,8.95
BATCH_0981,66.63,20.14,4.88,2.46,1.0436,2.7424,1.9826,0.467,78.75,5.0,8.77,7.49
BATCH_0982,70.27,22.27,6.37,3.15,0.9752,2.3403,2.0205,0.395,66.17,13.94,11.54,9.59
BATCH_0983,65.58,20.98,5.0,3.24,0.9809,2.5478,1.5428,1.104,63.0,12.63,7.76,9.86
BATCH_0984,65.03,22.44,4.75,3.37,0.9197,2.7657,1.4102,0.767,52.95,24.39,6.88,10.24
BATCH_0985,65.9,19.68,5.54,2.99,1.0348,2.3079,1.8528,1.138,70.56,5.0,9.62,9.09
BATCH_0986,66.52,20.9,4.25,3.24,1.0122,2.7881,1.3127,1.459,71.67,5.84,5.79,9.86
BATCH_0987,64.9,20.37,5.3,3.31,0.99,2.3654,1.6012,0.3,65.44,9.04,8.45,10.08
BATCH_0988,67.77,21.12,5.54,2.87,1.0017,2.512,1.9288,1.371,66.52,10.37,9.82,8.74
BATCH_0989,67.21,20.65,5.17,2.63,1.0224,2.6512,1.9675,0.626,73.29,5.0,9.25,7.99
BATCH_0990,65.67,21.61,5.34,3.22,0.9514,2.5221,1.6572,0.341,60.04,16.67,8.71,9.81
BATCH_0991,67.77,21.43,5.01,3.24,0.9949,2.5974,1.5444,0.952,69.0,9.38,7.78,9.87
BATCH_0992,69.52,20.19,5.5,3.24,1.0658,2.3081,1.6986,1.484,80.79,5.0,9.1,9.86
BATCH_0993,68.03,21.19,4.41,3.02,1.0215,2.8514,1.4581,1.547,73.91,5.01,6.57,9.2
BATCH_0994,66.75,21.23,6.29,3.03,0.9678,2.2799,2.0753,0.904,58.05,17.08,11.53,9.22
BATCH_0995,66.33,20.23,5.35,3.53,1.0149,2.2766,1.5136,1.03,68.72,6.15,8.2,10.76
BATCH_0996,65.53,20.95,4.53,2.94,0.9928,2.8031,1.5415,0.88,68.05,8.72,7.04,8.95
BATCH_0997,69.47,21.9,5.25,3.1,0.9976,2.6235,1.6938,0.68,71.8,8.63,8.67,9.43
BATCH_0998,65.96,20.04,5.36,2.76,1.0254,2.47,1.9432,0.94,71.11,5.0,9.53,8.39
BATCH_0999,67.43,21.62,5.18,3.43,0.9776,2.5108,1.5092,0.881,64.84,13.06,7.92,10.44
BATCH_1000,66.57,21.43,4.36,2.89,0.9918,2.9562,1.5048,1.139,68.59,9.7,6.64,8.81
BATCH_1001,65.07,21.01,4.56,2.8,0.9841,2.856,1.6312,0.722,65.69,10.68,7.35,8.51
BATCH_1002,63.91,22.38,4.77,3.61,0.9033,2.6685,1.3209,0.662,47.91,28.04,6.54,11.0
BATCH_1003,65.43,20.69,5.06,2.86,0.9933,2.6136,1.7673,0.972,65.17,10.16,8.56,8.71
BATCH_1004,67.52,21.51,4.12,3.76,0.9986,2.7276,1.097,1.069,72.62,6.88,4.57,11.44
BATCH_1005,67.95,20.47,6.0,3.02,1.022,2.2686,1.9879,0.838,71.88,5.0,10.8,9.19
BATCH_1006,69.56,22.04,4.94,3.12,0.9984,2.735,1.5828,0.533,73.5,7.74,7.81,9.49
BATCH_1007,66.41,21.47,5.91,2.9,0.9611,2.4365,2.0365,0.531,59.61,16.59,10.75,8.83
BATCH_1008,68.44,19.25,4.87,2.92,1.1104,2.4712,1.6634,1.152,89.18,5.0,7.94,8.9
BATCH_1009,66.4,19.36,4.94,3.42,1.065,2.3159,1.4436,1.085,79.15,5.0,7.3,10.41
BATCH_1010,65.13,21.09,4.59,3.28,0.9766,2.6812,1.3991,1.025,63.76,12.37,6.61,9.98
BATCH_1011,67.68,23.08,4.94,3.36,0.9305,2.7805,1.4672,1.023,56.81,23.31,7.39,10.24
BATCH_1012,67.28,21.94,5.43,2.83,0.9642,2.6571,1.9203,0.591,61.72,16.33,9.6,8.6
BATCH_1013,69.08,21.88,5.62,3.79,0.9801,2.3243,1.4809,0.787,66.38,12.66,8.47,11.55
BATCH_1014,65.89,21.6,4.51,3.24,0.9691,2.7867,1.3896,0.424,65.61,12.42,6.46,9.87
BATCH_1015,65.56,23.19,4.84,3.02,0.9017,2.9493,1.6026,0.928,48.04,30.25,7.72,9.19
BATCH_1016,67.22,20.71,5.46,3.31,1.008,2.3623,1.6502,1.072,68.35,7.81,8.87,10.07
BATCH_1017,65.69,20.04,5.05,3.18,1.0226,2.4322,1.5868,1.973,65.93,7.71,8.0,9.69
BATCH_1018,68.49,22.7,4.72,3.37,0.9589,2.8063,1.3985,0.3,66.44,14.97,6.79,10.26
BATCH_1019,66.46,22.86,4.72,3.04,0.9276,2.9475,1.5528,0.3,57.89,21.88,7.36,9.25
BATCH_1020,68.51,20.53,4.41,4.1,1.0468,2.4153,1.0755,0.96,81.45,5.0,4.74,12.46
BATCH_1021,68.54,20.08,5.21,3.87,1.0546,2.2114,1.3484,0.694,81.4,5.0,7.27,11.77
BATCH_1022,66.87,20.07,5.64,3.7,1.0231,2.1475,1.5254,1.645,67.64,6.5,8.7,11.26
BATCH_1023,68.78,22.12,5.29,2.92,0.9799,2.6965,1.8141,1.248,65.17,14.26,9.08,8.87
BATCH_1024,68.32,21.75,5.26,3.56,0.9828,2.4661,1.4801,0.471,68.59,10.61,7.93,10.82
BATCH_1025,67.91,21.49,5.04,3.23,0.994,2.5981,1.5625,1.137,67.89,10.39,7.9,9.82
BATCH_1026,69.47,20.32,4.85,3.05,1.0739,2.5728,1.5886,1.472,83.98,5.0,7.68,9.28
BATCH_1027,67.62,21.97,4.21,3.57,0.9813,2.8219,1.1796,1.056,68.56,11.28,5.12,10.87
BATCH_1028,65.38,20.0,5.13,3.12,1.0187,2.4229,1.6458,0.986,69.76,5.0,8.33,9.49
BATCH_1029,66.83,19.99,5.47,3.09,1.0352,2.333,1.769,0.827,73.5,5.0,9.27,9.42
BATCH_1030,69.97,20.66,4.38,3.58,1.0695,2.5955,1.2209,1.16,86.81,5.0,5.53,10.91
BATCH_1031,69.64,20.38,4.81,3.46,1.07,2.4644,1.3901,1.114,85.32,5.0,6.89,10.53
BATCH_1032,68.46,20.83,5.8,3.29,1.0156,2.292,1.7623,1.574,68.58,7.97,9.8,10.01
BATCH_1033,69.08,22.65,4.39,3.36,0.9746,2.9218,1.3074,0.849,69.61,12.43,5.96,10.22
BATCH_1034,66.77,20.14,5.27,2.77,1.0349,2.5057,1.9005,1.01,73.69,5.0,9.27,8.43
BATCH_1035,66.45,20.23,4.92,3.32,1.0268,2.4529,1.4817,0.3,75.69,5.0,7.43,10.11
BATCH_1036,66.82,22.18,4.72,2.97,0.9587,2.8865,1.5872,0.614,63.3,15.85,7.47,9.04
BATCH_1037,68.66,22.71,5.76,3.11,0.9466,2.5599,1.8494,0.701,58.49,21.0,9.99,9.48
BATCH_1038,63.1,20.72,5.32,3.37,0.9476,2.382,1.5787,1.0,52.99,19.42,8.4,10.26
BATCH_1039,66.97,22.25,4.93,3.35,0.9512,2.6855,1.4704,0.535,62.33,16.78,7.39,10.21
BATCH_1040,65.69,21.57,5.02,3.23,0.9587,2.6149,1.5548,0.946,58.76,17.52,7.84,9.83
BATCH_1041,67.43,20.44,5.77,3.15,1.0187,2.2903,1.8324,0.847,70.8,5.18,9.97,9.59
BATCH_1042,63.06,20.63,4.57,3.15,0.9657,2.6726,1.4535,1.277,57.57,15.72,6.79,9.57
BATCH_1043,67.87,22.89,4.84,3.44,0.9408,2.7636,1.4046,0.613,60.8,19.76,6.99,10.48
BATCH_1044,67.32,20.59,5.71,3.43,1.0089,2.2529,1.6679,0.769,69.86,6.32,9.34,10.42
BATCH_1045,67.82,20.51,4.79,3.11,1.0401,2.5956,1.5411,1.166,76.77,5.0,7.44,9.46
BATCH_1046,65.21,21.48,4.89,3.83,0.9519,2.463,1.2783,1.01,57.89,17.92,6.49,11.65
BATCH_1047,64.49,20.57,5.19,3.48,0.9759,2.3727,1.4901,0.325,63.25,11.26,7.86,10.59
BATCH_1048,68.64,21.37,5.72,2.96,1.0003,2.4619,1.929,0.782,69.81,8.6,10.13,9.02
BATCH_1049,68.97,21.24,5.03,3.54,1.0173,2.4794,1.4228,1.1,74.66,5.0,7.35,10.76
BATCH_1050,67.3,21.63,4.64,3.87,0.9806,2.542,1.1983,0.93,68.11,10.62,5.74,11.78
BATCH_1051,68.24,23.76,4.21,2.96,0.9283,3.3172,1.4223,1.356,56.44,25.55,6.14,9.0
BATCH_1052,65.66,22.27,5.51,2.8,0.9277,2.6808,1.9704,0.872,51.4,25.07,9.87,8.51
BATCH_1053,67.3,22.14,4.86,3.33,0.9616,2.704,1.4607,0.414,64.48,14.83,7.25,10.12
BATCH_1054,69.11,21.67,4.94,3.53,1.0031,2.5611,1.3997,0.844,73.34,6.81,7.11,10.73
BATCH_1055,65.18,20.5,4.9,3.04,0.9989,2.5796,1.6129,1.003,66.42,8.66,7.85,9.25
BATCH_1056,66.39,22.32,4.45,3.03,0.9511,2.9869,1.4694,0.778,61.72,17.44,6.66,9.21
BATCH_1057,67.85,21.44,5.21,2.93,0.9952,2.6343,1.7798,0.756,69.32,9.17,8.85,8.91
BATCH_1058,68.27,20.24,5.57,3.5,1.0403,2.2325,1.5938,0.918,77.08,5.0,8.85,10.64
BATCH_1059,71.15,21.71,4.58,3.4,1.0389,2.7191,1.346,1.036,83.39,5.0,6.38,10.35
BATCH_1060,69.35,22.24,5.09,3.13,0.9849,2.7093,1.6271,0.408,71.08,10.15,8.19,9.51
BATCH_1061,65.45,22.1,6.31,3.39,0.9134,2.279,1.8585,0.355,48.96,26.43,10.97,10.32
BATCH_1062,68.08,20.06,4.23,3.95,1.0669,2.4549,1.0711,1.505,82.65,5.0,4.52,12.01
BATCH_1063,65.56,20.89,4.55,3.23,0.9927,2.6867,1.4101,0.3,70.65,6.59,6.6,9.82
BATCH_1064,68.32,21.69,5.6,3.17,0.9829,2.47,1.7653,0.648,66.9,11.71,9.48,9.66
BATCH_1065,63.5,21.69,4.82,2.75,0.9297,2.8648,1.7485,0.902,51.26,23.52,8.1,8.38
BATCH_1066,64.27,20.59,3.99,3.7,0.9912,2.6751,1.0782,0.835,66.98,8.49,4.31,11.27
BATCH_1067,67.57,22.05,4.33,3.02,0.9806,2.9966,1.4331,0.851,68.49,11.55,6.37,9.2
BATCH_1068,66.74,21.41,3.73,2.93,1.0062,3.2134,1.2738,0.655,74.87,5.0,4.93,8.92
BATCH_1069,64.54,21.67,5.27,3.5,0.9318,2.4714,1.5047,0.339,55.08,20.57,8.03,10.65
BATCH_1070,65.61,20.92,5.01,3.03,0.9857,2.602,1.6546,0.524,65.72,10.41,8.16,9.22
BATCH_1071,67.99,21.42,5.25,2.76,0.9991,2.6734,1.8975,1.148,68.78,9.51,9.22,8.41
BATCH_1072,67.18,21.13,5.09,2.97,0.9997,2.6227,1.7136,1.39,67.63,9.56,8.46,9.03
BATCH_1073,65.33,20.41,4.96,3.28,1.0013,2.4752,1.5128,1.416,65.11,9.4,7.6,9.99
BATCH_1074,68.77,20.64,5.72,3.59,1.0263,2.2162,1.5912,1.151,73.52,5.0,9.08,10.94
BATCH_1075,68.87,21.63,4.45,3.23,1.013,2.8171,1.3797,1.099,74.92,5.49,6.34,9.82
BATCH_1076,68.58,20.9,4.98,3.6,1.0262,2.4346,1.3844,1.251,75.13,5.0,7.12,10.95
BATCH_1077,67.06,20.06,5.02,3.99,1.0353,2.2272,1.2571,1.609,72.93,5.0,6.54,12.14
BATCH_1078,65.92,18.41,4.73,3.27,1.111,2.3028,1.448,1.05,85.12,5.0,7.0,9.94
BATCH_1079,68.49,21.63,4.17,3.3,1.0112,2.8938,1.2644,0.408,78.62,5.0,5.48,10.05
BATCH_1080,65.74,20.86,5.28,3.13,0.9844,2.48,1.6843,0.375,66.46,9.67,8.68,9.54
BATCH_1081,67.93,20.01,5.09,2.91,1.0609,2.5031,1.7481,1.291,79.8,5.0,8.56,8.85
BATCH_1082,66.17,22.3,4.22,2.89,0.9539,3.139,1.4613,0.534,63.57,15.97,6.29,8.78
BATCH_1083,64.51,21.6,4.43,3.69,0.9456,2.6587,1.201,1.214,56.98,18.95,5.5,11.23
BATCH_1084,66.03,20.82,4.87,3.63,0.9932,2.4495,1.3418,1.463,64.77,10.82,6.76,11.04
BATCH_1085,67.46,20.7,5.87,3.16,1.0057,2.2931,1.8594,1.07,67.36,8.54,10.22,9.61
BATCH_1086,63.61,22.07,4.66,3.11,0.9164,2.8392,1.5004,0.612,51.41,24.49,7.1,9.46
BATCH_1087,67.21,20.8,4.4,3.59,1.0206,2.6046,1.2269,1.021,75.07,5.0,5.59,10.91
BATCH_1088,65.47,21.58,4.52,3.41,0.9617,2.7205,1.3265,0.868,62.43,14.77,6.22,10.38
BATCH_1089,65.08,20.91,5.61,3.45,0.9637,2.3098,1.628,1.011,57.57,16.53,9.03,10.48
BATCH_1090,66.45,20.5,4.44,2.99,1.0274,2.7554,1.4842,0.992,75.72,5.0,6.71,9.11
BATCH_1091,67.18,21.57,4.84,3.7,0.9794,2.5278,1.3084,1.21,65.3,12.57,6.56,11.25
BATCH_1092,69.17,21.3,5.09,2.93,1.0227,2.6568,1.7369,1.216,74.32,5.0,8.52,8.91
BATCH_1093,66.92,20.6,4.74,3.41,1.0205,2.5246,1.39,1.287,72.43,5.0,6.8,10.39
BATCH_1094,65.06,21.62,4.57,3.03,0.957,2.8462,1.5089,0.364,62.53,14.81,6.98,9.21
BATCH_1095,69.98,21.05,4.96,3.5,1.0421,2.4885,1.4154,1.256,79.47,5.0,7.21,10.66
BATCH_1096,67.64,20.82,3.9,3.22,1.0396,2.926,1.2102,0.655,81.88,5.0,4.88,9.8
BATCH_1097,66.51,20.65,4.63,3.56,1.0123,2.5192,1.3009,1.289,70.77,5.82,6.25,10.84
BATCH_1098,65.53,20.87,5.09,2.61,0.989,2.7085,1.9496,0.945,64.42,11.25,9.08,7.95
BATCH_1099,67.12,20.04,4.71,3.22,1.0511,2.526,1.4616,1.324,77.74,5.0,7.03,9.81
BATCH_1100,64.4,21.64,4.89,3.62,0.9359,2.5429,1.3534,1.141,53.01,22.04,6.85,11.0
BATCH_1101,70.33,20.6,4.78,3.41,1.0715,2.5174,1.4021,1.138,86.05,5.0,6.89,10.37
BATCH_1102,66.58,21.77,4.67,3.27,0.9694,2.7437,1.4279,0.636,64.68,13.62,6.84,9.94
BATCH_1103,68.45,20.32,5.7,3.14,1.0404,2.2997,1.8137,1.089,74.8,5.0,9.78,9.56
BATCH_1104,66.93,22.23,4.96,3.5,0.95,2.627,1.4151,0.581,61.48,17.34,7.21,10.66
BATCH_1105,67.47,20.89,3.79,2.88,1.0392,3.1323,1.3184,1.279,79.46,5.0,5.18,8.76
BATCH_1106,66.21,22.25,5.42,2.73,0.9382,2.7316,1.9873,1.511,52.56,24.13,9.74,8.3
BATCH_1107,66.87,20.9,4.79,3.14,1.0085,2.6356,1.5288,1.481,69.16,7.75,7.4,9.54
BATCH_1108,67.05,22.15,5.45,3.12,0.95,2.5832,1.7461,1.149,57.35,20.23,9.16,9.5
BATCH_1109,66.47,22.43,5.34,3.61,0.9288,2.5039,1.4782,0.3,56.58,21.62,8.04,11.0
BATCH_1110,66.71,21.55,4.58,3.2,0.9822,2.7717,1.4312,0.392,69.12,9.65,6.72,9.73
BATCH_1111,66.41,20.9,5.51,3.37,0.9866,2.3528,1.632,0.737,64.72,11.08,8.88,10.27
BATCH_1112,67.09,20.3,4.86,3.24,1.036,2.5076,1.5002,1.269,74.66,5.0,7.39,9.85
BATCH_1113,66.08,21.68,5.21,2.8,0.9607,2.7043,1.8601,1.183,59.63,17.16,9.07,8.53
BATCH_1114,67.55,19.09,4.3,3.33,1.1114,2.5016,1.2927,1.15,90.39,5.0,5.77,10.13
BATCH_1115,68.33,21.62,4.76,3.23,0.9998,2.7074,1.473,1.146,70.94,8.47,7.14,9.83
BATCH_1116,67.32,21.71,4.85,3.72,0.9753,2.5324,1.3046,1.002,64.64,13.48,6.57,11.32
BATCH_1117,66.37,21.43,5.41,2.98,0.9699,2.5556,1.8144,0.764,62.02,14.65,9.29,9.07
BATCH_1118,65.39,21.61,5.37,2.8,0.9508,2.6456,1.9223,0.908,55.88,19.8,9.51,8.51
BATCH_1119,66.5,20.18,5.1,3.26,1.0271,2.4146,1.5638,1.63,69.88,5.15,7.99,9.92
BATCH_1120,66.46,22.13,5.51,3.57,0.9374,2.4383,1.5426,0.685,55.52,21.57,8.55,10.86
BATCH_1121,63.83,21.61,5.48,3.6,0.9194,2.3791,1.5198,0.763,49.81,24.38,8.42,10.97
BATCH_1122,63.97,23.38,5.35,3.06,0.866,2.7796,1.7494,0.416,39.44,37.27,9.01,9.31
BATCH_1123,67.69,22.56,5.07,3.28,0.9483,2.7024,1.5444,0.969,59.02,20.15,7.88,9.98
BATCH_1124,64.95,22.62,5.5,3.41,0.9002,2.5374,1.6126,1.162,43.6,31.96,8.81,10.38
BATCH_1125,67.96,23.3,4.75,3.49,0.9282,2.8293,1.3596,0.3,60.33,21.31,6.67,10.62
BATCH_1126,66.52,20.86,4.52,3.23,1.009,2.6917,1.3978,0.883,71.71,5.7,6.5,9.83
BATCH_1127,67.72,21.27,5.51,3.42,0.9901,2.3834,1.6128,0.566,68.21,9.53,8.82,10.39
BATCH_1128,67.53,22.42,5.49,2.86,0.9484,2.687,1.9207,0.909,57.53,20.86,9.7,8.69
BATCH_1129,69.61,22.55,4.55,3.37,0.9832,2.8463,1.3488,0.932,71.62,10.63,6.35,10.26
BATCH_1130,65.44,21.7,4.73,2.75,0.9593,2.9021,1.7166,1.13,60.23,16.78,7.86,8.38
BATCH_1131,66.79,20.84,5.05,2.7,1.0097,2.691,1.8713,0.896,70.81,6.32,8.81,8.21
BATCH_1132,66.89,20.88,4.66,3.09,1.0123,2.6934,1.5068,1.527,69.8,7.21,7.12,9.41
BATCH_1133,66.33,21.53,5.51,3.02,0.9631,2.5237,1.8224,0.809,60.57,16.04,9.48,9.2
BATCH_1134,66.99,21.48,4.82,3.23,0.9851,2.6706,1.4928,0.931,66.73,11.23,7.3,9.82
BATCH_1135,66.5,22.21,4.96,2.69,0.9513,2.9034,1.8481,0.353,61.39,17.37,8.61,8.17
BATCH_1136,64.93,21.12,4.52,3.04,0.976,2.7917,1.4878,0.818,63.84,12.38,6.84,9.25
BATCH_1137,65.61,19.18,4.55,3.69,1.0658,2.3266,1.2329,0.834,80.14,5.0,5.81,11.23
BATCH_1138,68.81,19.9,4.92,2.65,1.0862,2.6282,1.8524,1.017,86.02,5.0,8.54,8.08
BATCH_1139,66.84,21.96,5.07,4.12,0.9515,2.3918,1.2309,0.707,60.32,17.46,6.46,12.53
BATCH_1140,69.73,22.56,5.05,3.41,0.9762,2.6673,1.4792,0.694,68.47,13.01,7.6,10.38
BATCH_1141,69.09,22.01,6.01,3.59,0.9709,2.2924,1.6732,0.996,62.03,16.3,9.85,10.93
BATCH_1142,68.09,22.44,4.94,3.28,0.9605,2.7279,1.506,0.327,66.03,14.52,7.55,9.99
BATCH_1143,66.98,21.06,4.81,3.25,1.002,2.6147,1.4803,0.669,71.11,6.73,7.24,9.88
BATCH_1144,67.95,20.29,4.57,3.41,1.0534,2.5416,1.3412,1.078,80.78,5.0,6.35,10.37
BATCH_1145,65.3,21.31,4.61,3.06,0.972,2.7768,1.5043,0.773,63.9,12.88,7.03,9.32
BATCH_1146,66.07,22.59,4.97,3.67,0.9227,2.6128,1.3549,0.769,54.08,23.97,6.97,11.17
BATCH_1147,66.51,22.62,5.52,2.92,0.9256,2.6804,1.8909,0.802,53.38,24.58,9.69,8.88
BATCH_1148,69.94,22.41,4.53,3.13,0.996,2.9265,1.4501,0.523,76.31,6.69,6.72,9.51
BATCH_1149,65.9,22.39,4.48,3.35,0.938,2.8606,1.3358,0.777,58.3,20.22,6.19,10.2
BATCH_1150,67.87,21.05,4.5,2.75,1.0265,2.9012,1.6351,1.22,76.2,5.0,7.27,8.38
BATCH_1151,69.3,21.58,3.91,3.38,1.0293,2.9593,1.1569,0.915,81.27,5.0,4.65,10.29
BATCH_1152,67.24,21.8,5.35,3.35,0.9658,2.5067,1.5981,1.233,59.78,17.39,8.51,10.18
BATCH_1153,66.13,22.05,4.81,3.06,0.9513,2.8008,1.5699,0.828,59.21,18.57,7.56,9.32
BATCH_1154,67.59,19.73,4.99,3.65,1.0628,2.2833,1.3698,0.486,82.6,5.0,7.07,11.09
BATCH_1155,66.27,18.82,4.93,2.91,1.0951,2.4009,1.6943,0.87,83.64,5.0,8.14,8.85
BATCH_1156,64.56,20.73,5.2,2.86,0.9761,2.5715,1.8209,1.219,59.32,14.69,8.95,8.7
BATCH_1157,68.49,20.85,5.13,3.12,1.029,2.5265,1.6442,0.452,77.33,5.0,8.32,9.5
BATCH_1158,65.87,21.23,5.03,3.32,0.9737,2.5428,1.5123,1.109,62.47,13.75,7.7,10.11
BATCH_1159,68.86,21.76,4.85,3.61,0.9968,2.5722,1.3426,0.859,71.55,8.4,6.74,10.99
BATCH_1160,67.26,21.94,5.8,3.34,0.953,2.4005,1.7371,0.724,58.47,18.8,9.72,10.16
BATCH_1161,66.47,21.48,4.88,3.08,0.9778,2.701,1.5851,1.214,63.27,13.84,7.72,9.36
BATCH_1162,66.85,20.38,4.43,2.7,1.0422,2.8587,1.6427,0.913,78.29,5.0,7.18,8.21
BATCH_1163,66.26,21.33,4.64,3.84,0.9774,2.5157,1.2058,1.09,65.15,12.01,5.78,11.7
BATCH_1164,64.99,20.8,4.69,3.01,0.9875,2.7007,1.5565,0.742,65.77,10.01,7.33,9.17
BATCH_1165,66.38,21.7,5.14,3.2,0.9619,2.6029,1.6068,1.099,60.01,16.95,8.21,9.73
BATCH_1166,67.24,20.96,4.55,3.29,1.0142,2.6731,1.3813,0.981,72.56,5.37,6.48,10.02
BATCH_1167,66.93,21.86,4.7,3.46,0.9687,2.6792,1.3568,0.812,65.38,13.35,6.59,10.53
BATCH_1168,67.63,22.34,5.11,3.59,0.9524,2.5675,1.4244,0.511,62.34,17.02,7.47,10.92
BATCH_1169,67.27,22.23,4.64,3.43,0.9603,2.7547,1.3535,0.86,63.87,15.56,6.5,10.44
BATCH_1170,64.88,19.45,5.25,3.2,1.0326,2.3022,1.6391,1.059,70.87,5.0,8.49,9.74
BATCH_1171,68.72,21.12,4.32,2.92,1.0377,2.9186,1.4774,0.611,82.16,5.0,6.49,8.89
BATCH_1172,68.02,22.19,5.85,3.5,0.9523,2.3726,1.6682,0.3,60.79,17.75,9.56,10.67
BATCH_1173,66.66,21.17,4.6,3.07,0.9982,2.7625,1.4981,0.719,70.21,7.73,6.99,9.33
BATCH_1174,64.33,21.79,4.29,3.13,0.9435,2.9354,1.3733,1.063,56.09,20.14,6.09,9.52
BATCH_1175,65.58,20.8,5.09,3.45,0.9847,2.4369,1.4756,1.143,63.53,11.71,7.65,10.49
BATCH_1176,65.56,22.01,4.52,3.5,0.9457,2.7429,1.2925,0.3,60.83,17.2,6.06,10.65
BATCH_1177,67.31,21.53,4.64,2.65,0.9959,2.9538,1.7554,0.36,71.8,7.57,7.83,8.05
BATCH_1178,70.2,21.05,4.62,3.11,1.0554,2.7228,1.4844,0.952,84.96,5.0,6.98,9.47
BATCH_1179,67.95,20.93,6.15,3.45,0.996,2.1808,1.7845,0.447,67.33,9.21,10.47,10.49
